SID,ISO_TIME,shear_grad_motion,wspd850_std_patch,msl_trough_dist_km,msl_trough_bearing_deg,msl_patch_anom,shear_asym_motion
1940139N12083,1940-05-18 03:00:00,0.1027598880914416,3.346266984939575,109.07159066947229,14.394314330910332,-205.21875,8.44885772138505
1940139N12083,1940-05-18 06:00:00,-0.0013110135150159,3.7208411693573,131.71232029810807,21.72716772561421,-157.375,0.7018325268947745
1940139N12083,1940-05-18 09:00:00,-0.0086730413568853,3.274080753326416,163.5543686200937,41.48924501229652,-49.6796875,0.3280486715784168
1940139N12083,1940-05-18 12:00:00,-0.0460971202543666,3.609784841537476,171.2726498639907,49.38856696732188,-74.40625,-8.4589270596922
1940139N12083,1940-05-18 15:00:00,-0.0191910580123574,3.399317502975464,225.547779450696,42.15993134025285,-38.046875,-5.421460714493739
1940139N12083,1940-05-18 18:00:00,-0.0362788710204324,3.745819330215454,242.5523736477972,29.300451122857112,7.5859375,-1.7163332810628518
1940139N12083,1940-05-18 21:00:00,-0.0779870616520441,4.49620532989502,235.68054308550177,36.52763209202237,-4.75,-5.344065751945571
1940139N12083,1940-05-19 00:00:00,-0.0170274683691351,3.787788391113281,233.7118459435171,40.269522022993385,-13.71875,-0.0847996428312001
1940139N12083,1940-05-19 03:00:00,-0.0986361632799092,4.790713787078857,232.8297563050058,47.85930067195619,-53.3046875,-9.883658565707504
1940139N12083,1940-05-19 06:00:00,-0.0147618790949164,5.905060291290283,239.12222009707435,59.01746908089217,36.734375,-7.492111970643755
1940139N12083,1940-05-19 09:00:00,-0.050763790002389,7.046933174133301,231.44079795289272,59.48739592730072,-83.96875,-8.142000718693197
1940139N12083,1940-05-19 12:00:00,-0.0585696849108709,7.090771198272705,214.48707686446645,58.57047194895722,-0.203125,-5.447056121594287
1940139N12083,1940-05-19 15:00:00,-0.042714095217634,6.8482866287231445,250.57267487032505,54.53608716382252,106.4375,-7.120369420223511
1940139N12083,1940-05-19 18:00:00,-0.0376077205113259,5.757614612579346,234.0279005424024,53.34681267072892,-0.15625,2.440715532054977
1940139N12083,1940-05-19 21:00:00,-0.0525684229070247,4.181821346282959,247.61745548301124,49.149772308917306,-37.3125,-0.3520168765055587
1940139N12083,1940-05-20 00:00:00,-0.0766127154956763,4.489989280700684,195.3260959933509,37.01365892304614,-144.0234375,-5.252516028792595
1940139N12083,1940-05-20 03:00:00,-0.002496333300551,4.084697723388672,173.57406836314473,21.6573412987076,-161.390625,2.229784833595879
1940139N12083,1940-05-20 06:00:00,-0.0195863394275296,3.690840005874634,147.10969276813415,19.061076856040245,-164.7890625,-10.651286692385522
1940139N12083,1940-05-20 09:00:00,-0.035328936188964,4.147790908813477,126.29900297980262,22.35709560486725,-281.34375,-2.65989685752594
1940139N12083,1940-05-20 12:00:00,0.0261073495531213,4.196734428405762,111.33372001072628,31.82913511663253,-404.296875,3.985754519350959
1940139N12083,1940-05-20 15:00:00,-0.0099908124561558,4.622243404388428,131.6175558637611,40.39545597451223,-273.75,-2.212492682996245
1940139N12083,1940-05-20 18:00:00,0.0363195275383581,5.224930763244629,164.3803262854921,35.60845944100146,-225.6484375,7.260251089431783
1940139N12083,1940-05-20 21:00:00,-0.0027458392498152,4.9446539878845215,175.13095088063545,37.33045336843986,-196.3359375,1.5421515333775524
1940139N12083,1940-05-21 00:00:00,0.019820234186989,4.009266376495361,155.4718113206508,30.771582922860432,-183.9140625,4.742658994044557
1940139N12083,1940-05-21 03:00:00,-0.2018513113730428,4.491435527801514,196.0022372987956,20.502823527280952,-288.265625,-18.73528901283158
1940139N12083,1940-05-21 06:00:00,-0.1334283147264107,4.579701900482178,122.42935598529417,357.5245157392856,-326.7109375,-18.093148879048936
1940139N12083,1940-05-21 09:00:00,0.0462685615667733,4.515317440032959,71.54186527396531,328.7948658654367,-485.078125,-4.773818280228776
1940139N12083,1940-05-21 12:00:00,-0.0176263245334542,4.728376388549805,85.18490378565305,321.6301866933621,-484.4453125,-6.500154684272777
1940139N12083,1940-05-21 15:00:00,-0.0707501793535676,4.540729999542236,129.62213190952392,290.24307428546734,-264.5,-0.393269285419846
1940139N12083,1940-05-21 18:00:00,-0.0953789502758582,4.807556629180908,148.3867519656478,272.3602694896995,-152.2109375,-4.700257162955332
1940139N12083,1940-05-21 21:00:00,-0.1002758762409586,5.30784273147583,177.98811206333664,259.4487093227329,-0.015625,-15.146153599007713
1940139N12083,1940-05-22 00:00:00,0.0125330190031884,6.618765830993652,161.04187057312228,239.0099594132473,-12.28125,-0.3120570062995869
1940139N12083,1940-05-22 03:00:00,-0.0315925777223465,6.806319713592529,151.9257736272862,216.5103880599181,23.09375,-3.1616376229302707
1940139N12083,1940-05-22 06:00:00,-0.015370057071551,6.412191390991211,126.3818982595325,194.62146394345083,-26.1171875,-8.814427602389497
1940139N12083,1940-05-22 09:00:00,-0.1063545378265072,5.9271769523620605,136.0393046510168,191.2697727466009,14.40625,-16.60784390566186
1940139N12083,1940-05-22 12:00:00,-0.113689954844619,5.184845447540283,144.9412190043735,184.2076507641983,47.4921875,-11.848395438831304
1940139N12083,1940-05-22 15:00:00,-0.1148917344231071,4.419737815856934,146.09848547195838,171.62911272250562,-72.5078125,-15.098798410934934
1940139N12083,1940-05-22 18:00:00,-0.0817065706198408,5.004971504211426,157.9092871790665,170.30711932222243,-65.1875,-11.211575392129571
1940139N12083,1940-05-22 21:00:00,-0.0965843207916967,5.469345569610596,160.1221317593598,154.42465415078993,-106.96875,-5.91440699637918
1940139N12083,1940-05-23 00:00:00,0.0226220187180895,5.030462741851807,209.2899444458997,151.09354549794762,-51.7890625,0.6540075455019654
1940139N12083,1940-05-23 03:00:00,-0.0407652523860982,4.620103359222412,232.4571112685766,146.65066535151038,-36.6875,-1.089465823094411
1940139N12083,1940-05-23 06:00:00,-0.0736734599311437,4.386505126953125,230.9215695194065,159.76398395030333,-56.609375,-6.216838613481459
1940139N12083,1940-05-23 09:00:00,-0.0910368984729853,4.496962070465088,223.3932227956822,174.53600221231318,-34.8125,-13.313595893977666
1940139N12083,1940-05-23 12:00:00,-0.0723824987347301,4.482203483581543,244.85701880724272,182.48962959314247,-16.0546875,-12.080588596493474
1940139N12083,1940-05-23 15:00:00,-0.0269498331712859,3.965907096862793,259.4192025792157,195.43503791347348,-34.78125,-9.964846924564773
1940139N12083,1940-05-23 18:00:00,-0.022547535607769,3.389824390411377,285.2860330283005,206.4994191174365,-9.671875,-7.285634221164202
1940176N19088,1940-06-23 18:00:00,-0.0346181763221894,3.977960109710693,103.45725011368482,105.42881990888372,-76.125,-7.735815034766926
1940176N19088,1940-06-23 21:00:00,-0.0090913243495012,4.7139105796813965,75.72562324639209,63.753043249971824,-61.765625,-1.9908742009525664
1940176N19088,1940-06-24 00:00:00,0.0072137978774201,3.52531361579895,46.8651948187796,33.81438869181119,-99.3359375,-1.147006146706394
1940176N19088,1940-06-24 03:00:00,0.0023154266534447,3.129122734069824,187.17977861128364,116.18726394785642,-99.1171875,2.9087709673143163
1940176N19088,1940-06-24 06:00:00,0.0022644156959364,2.594356298446656,92.99678711308462,72.46128380423289,-102.3046875,1.910498275633332
