n_ibtracs_points,frac_missing_wmo_wind,frac_missing_usa_wind,frac_missing_newdelhi_wind,frac_track_not_main,frac_nature_nr,n_ready_points,frac_newdelhi_wind_missing_ready,frac_irregular_dt,frac_latnext_mismatch,genesis_year,SID
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1903.0,1903213N20087
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1903.0,1903241N17085
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1903.0,1903254N23089
50,1.0,1.0,1.0,0.0,0.0,46.0,1.0,0.0,0.0,1903.0,1903278N19086
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1903.0,1903301N13084
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1903.0,1903308N11087
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1903.0,1903317N14087
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1903.0,1903329N10087
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1904.0,1904146N14083
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1904.0,1904162N21089
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1904.0,1904184N22085
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1904.0,1904189N23089
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1904.0,1904225N20089
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1904.0,1904233N21089
58,1.0,1.0,1.0,0.0,0.0,54.0,1.0,0.0,0.0,1904.0,1904254N18086
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1904.0,1904288N13085
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1904.0,1904326N13089
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1905.0,1905181N21087
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1905.0,1905186N22089
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1905.0,1905192N21090
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1905.0,1905200N21089
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1905.0,1905250N19087
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1905.0,1905265N16087
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1905.0,1905271N22089
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1905.0,1905296N17086
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1905.0,1905342N15092
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1906.0,1906015N08084
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1906.0,1906169N19086
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1906.0,1906188N24090
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1906.0,1906202N20087
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1906.0,1906206N21091
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1906.0,1906239N20086
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1906.0,1906255N22089
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1906.0,1906267N17088
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1906.0,1906300N11085
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1906.0,1906360N11083
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1907.0,1907067N08085
58,1.0,1.0,1.0,0.0,0.0,54.0,1.0,0.0,0.0,1907.0,1907164N16085
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1907.0,1907174N20090
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1907.0,1907224N21088
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1907.0,1907230N23088
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1907.0,1907244N23089
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1907.0,1907278N21090
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1907.0,1907286N15091
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1907.0,1907316N10087
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1907.0,1907328N09096
50,1.0,1.0,1.0,0.0,0.0,46.0,1.0,0.0,0.0,1908.0,1908168N21089
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1908.0,1908214N20086
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1908.0,1908220N21088
66,1.0,1.0,1.0,0.0,0.0,62.0,1.0,0.0,0.0,1908.0,1908241N19087
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1908.0,1908268N17085
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1908.0,1908306N10084
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1908.0,1908314N14093
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1908.0,1908365N08083
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1909.0,1909123N09084
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1909.0,1909132N14090
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1909.0,1909212N21089
58,1.0,1.0,1.0,0.0,0.0,54.0,1.0,0.0,0.0,1909.0,1909245N15084
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1909.0,1909264N21088
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1909.0,1909288N14094
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1909.0,1909297N16094
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1909.0,1909336N12085
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1910.0,1910103N12090
50,1.0,1.0,1.0,0.0,0.0,46.0,1.0,0.0,0.0,1910.0,1910182N20090
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1910.0,1910213N19087
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1910.0,1910251N22088
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1910.0,1910307N09083
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1910.0,1910316N15086
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1911.0,1911105N14087
50,1.0,1.0,1.0,0.0,0.0,46.0,1.0,0.0,0.0,1911.0,1911160N18089
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1911.0,1911169N21088
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1911.0,1911240N19087
66,1.0,1.0,1.0,0.0,0.0,62.0,1.0,0.0,0.0,1911.0,1911263N16093
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1911.0,1911293N10097
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1912.0,1912209N20088
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1912.0,1912214N18086
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1912.0,1912241N20087
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1912.0,1912249N22089
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1912.0,1912266N15085
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1912.0,1912302N08089
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1912.0,1912324N08080
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1912.0,1912352N06082
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1913.0,1913197N19087
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1913.0,1913204N21090
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1913.0,1913211N22089
50,1.0,1.0,1.0,0.0,0.0,46.0,1.0,0.0,0.0,1913.0,1913218N23090
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1913.0,1913236N24079
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1913.0,1913242N20087
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1913.0,1913286N18086
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1913.0,1913304N15093
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1913.0,1913311N07086
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1913.0,1913349N06085
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1914.0,1914133N13091
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1914.0,1914153N18089
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1914.0,1914175N19087
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1914.0,1914191N19087
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1914.0,1914216N24086
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1914.0,1914256N18083
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1914.0,1914275N11094
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1914.0,1914353N09085
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1915.0,1915174N17088
45,1.0,1.0,1.0,0.0,0.0,41.0,1.0,0.0,0.0,1915.0,1915213N19089
50,1.0,1.0,1.0,0.0,0.0,46.0,1.0,0.0,0.0,1915.0,1915238N18087
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1915.0,1915249N19086
58,1.0,1.0,1.0,0.0,0.0,54.0,1.0,0.0,0.0,1915.0,1915273N17089
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1915.0,1915283N19087
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1915.0,1915308N13087
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1915.0,1915319N17085
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1915.0,1915337N10090
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1916.0,1916125N13091
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1916.0,1916156N19091
45,1.0,1.0,1.0,0.0,0.0,41.0,1.0,0.0,0.0,1916.0,1916163N21088
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1916.0,1916226N21089
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1916.0,1916232N25080
74,1.0,1.0,1.0,0.0,0.0,70.0,1.0,0.0,0.0,1916.0,1916263N18091
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1916.0,1916276N18088
74,1.0,1.0,1.0,0.0,0.0,70.0,1.0,0.0,0.0,1916.0,1916289N10088
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1916.0,1916295N12088
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1916.0,1916301N15092
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1916.0,1916306N18090
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1916.0,1916312N15095
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1916.0,1916326N09088
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1917.0,1917121N10084
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1917.0,1917164N22089
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1917.0,1917177N20088
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1917.0,1917211N23090
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1917.0,1917219N21088
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1917.0,1917248N18087
58,1.0,1.0,1.0,0.0,0.0,54.0,1.0,0.0,0.0,1917.0,1917274N19089
58,1.0,1.0,1.0,0.0,0.0,54.0,1.0,0.0,0.0,1917.0,1917297N11093
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1918.0,1918014N07086
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1918.0,1918144N21091
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1918.0,1918165N21088
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1918.0,1918209N20089
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1918.0,1918226N20088
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1918.0,1918238N24084
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1918.0,1918247N20088
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1918.0,1918285N20089
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1918.0,1918314N10085
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1918.0,1918321N09083
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1918.0,1918343N07088
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1919.0,1919182N20087
58,1.0,1.0,1.0,0.0,0.0,54.0,1.0,0.0,0.0,1919.0,1919209N18090
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1919.0,1919217N21091
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1919.0,1919223N22089
50,1.0,1.0,1.0,0.0,0.0,46.0,1.0,0.0,0.0,1919.0,1919236N19088
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1919.0,1919243N20089
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1919.0,1919266N15089
58,1.0,1.0,1.0,0.0,0.0,54.0,1.0,0.0,0.0,1919.0,1919305N10084
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1919.0,1919317N14085
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1919.0,1919363N08086
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1920.0,1920121N11088
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1920.0,1920172N20087
25,1.0,1.0,1.0,0.0,1.0,21.0,1.0,0.0,0.0,1920.0,1920184N17087
25,1.0,1.0,1.0,0.0,0.0,21.0,1.0,0.0,0.0,1920.0,1920197N17087
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1920.0,1920203N23089
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1920.0,1920212N21089
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1920.0,1920218N21092
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1920.0,1920238N19088
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1920.0,1920250N17090
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1921.0,1921096N10084
58,1.0,1.0,1.0,0.0,0.0,54.0,1.0,0.0,0.0,1921.0,1921205N18089
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1921.0,1921220N21088
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1921.0,1921245N18089
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1921.0,1921245N23080
58,1.0,1.0,1.0,0.0,0.0,54.0,1.0,0.0,0.0,1921.0,1921258N18086
74,1.0,1.0,1.0,0.0,0.0,70.0,1.0,0.0,0.0,1921.0,1921277N11097
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1921.0,1921297N12086
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1921.0,1921310N11089
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1921.0,1921361N05086
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1922.0,1922109N09093
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1922.0,1922188N20089
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1922.0,1922208N21088
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1922.0,1922214N23088
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1922.0,1922231N21088
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1922.0,1922251N19088
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1922.0,1922265N20088
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1922.0,1922288N10091
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1922.0,1922312N14097
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1922.0,1922321N12096
90,1.0,1.0,1.0,0.0,0.0,86.0,1.0,0.0,0.0,1922.0,1922329N09089
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1922.0,1922340N08091
50,1.0,1.0,1.0,0.0,0.0,46.0,1.0,0.0,0.0,1923.0,1923006N06092
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1923.0,1923117N14093
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1923.0,1923122N14085
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1923.0,1923185N23086
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1923.0,1923200N19087
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1923.0,1923209N23091
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1923.0,1923217N23089
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1923.0,1923222N22091
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1923.0,1923227N21089
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1923.0,1923233N21090
82,1.0,1.0,1.0,0.0,0.0,78.0,1.0,0.0,0.0,1923.0,1923258N15086
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1923.0,1923271N17086
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1923.0,1923300N09083
82,1.0,1.0,1.0,0.0,0.0,78.0,1.0,0.0,0.0,1923.0,1923314N10090
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1923.0,1923356N08087
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1924.0,1924069N07093
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1924.0,1924118N10096
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1924.0,1924140N14094
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1924.0,1924166N18091
58,1.0,1.0,1.0,0.0,0.0,54.0,1.0,0.0,0.0,1924.0,1924216N21090
50,1.0,1.0,1.0,0.0,0.0,46.0,1.0,0.0,0.0,1924.0,1924238N19089
66,1.0,1.0,1.0,0.0,0.0,62.0,1.0,0.0,0.0,1924.0,1924244N13096
58,1.0,1.0,1.0,0.0,0.0,54.0,1.0,0.0,0.0,1924.0,1924267N09089
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1924.0,1924275N15088
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1924.0,1924283N15093
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1924.0,1924292N14092
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1924.0,1924309N09086
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1924.0,1924319N11089
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1925.0,1925012N04079
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1925.0,1925071N06079
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1925.0,1925100N14094
66,1.0,1.0,1.0,0.0,0.0,62.0,1.0,0.0,0.0,1925.0,1925132N11092
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1925.0,1925153N19071
58,1.0,1.0,1.0,0.0,0.0,54.0,1.0,0.0,0.0,1925.0,1925177N20089
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1925.0,1925184N21089
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1925.0,1925192N21088
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1925.0,1925206N22089
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1925.0,1925232N21089
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1925.0,1925242N19087
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1925.0,1925249N20088
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1925.0,1925257N23091
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1925.0,1925287N14094
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1925.0,1925287N16083
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1925.0,1925310N08084
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1925.0,1925328N09086
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1925.0,1925353N11090
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1926.0,1926139N09085
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1926.0,1926186N22091
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1926.0,1926217N18087
66,1.0,1.0,1.0,0.0,0.0,62.0,1.0,0.0,0.0,1926.0,1926225N24088
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1926.0,1926247N24087
74,1.0,1.0,1.0,0.0,0.0,70.0,1.0,0.0,0.0,1926.0,1926257N16089
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1926.0,1926272N16093
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1926.0,1926288N14095
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1926.0,1926325N10085
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1926.0,1926358N10087
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1927.0,1927125N13088
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1927.0,1927134N14096
50,1.0,1.0,1.0,0.0,0.0,46.0,1.0,0.0,0.0,1927.0,1927151N17091
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1927.0,1927167N19087
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1927.0,1927192N22085
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1927.0,1927201N19088
50,1.0,1.0,1.0,0.0,0.0,46.0,1.0,0.0,0.0,1927.0,1927204N21088
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1927.0,1927208N20089
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1927.0,1927223N20086
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1927.0,1927228N21088
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1927.0,1927233N17090
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1927.0,1927244N21088
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1927.0,1927261N15088
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1927.0,1927277N17089
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1927.0,1927302N10091
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1927.0,1927318N13089
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1928.0,1928085N11089
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1928.0,1928157N19089
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1928.0,1928167N24088
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1928.0,1928199N19092
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1928.0,1928205N19089
10,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1928.0,1928214N21091
66,1.0,1.0,1.0,0.0,0.0,62.0,1.0,0.0,0.0,1928.0,1928237N18089
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1928.0,1928244N22087
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1928.0,1928275N15094
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1928.0,1928293N10084
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1928.0,1928318N08091
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1928.0,1928357N10088
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1929.0,1929003N11091
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1929.0,1929132N14087
18,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1929.0,1929153N17091
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1929.0,1929170N19086
26,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,1929.0,1929192N20088
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1929.0,1929196N21089
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1929.0,1929204N22090
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1929.0,1929208N23090
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1929.0,1929219N21090
42,1.0,1.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,1929.0,1929235N20088
34,1.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,1929.0,1929240N19089
