role,SID,NAME,horizon,ISO_TIME,origin_lat,origin_lon,true_lat,true_lon,best_competitor_at_horizon,sece_v2_phase3_lat,sece_v2_phase3_lon,stacking_ensemble_lat,stacking_ensemble_lon,persistence_residual_cascade_lat,persistence_residual_cascade_lon,random_forest_lat,random_forest_lon,lightgbm_lat,lightgbm_lon,xgboost_lat,xgboost_lon,catboost_lat,catboost_lon,cbplusmotionnn_lat,cbplusmotionnn_lon
era5_helped_24h_48h,2010137N10090,LAILA (2010),24h,2010-05-18 06:00:00,12.5,84.6,13.6,81.5,Stacking Ensemble,14.660391541337237,81.0982691921641,14.726643395843476,80.67465914444368,14.504970858895435,81.24178434235905,14.807,81.21,14.390826050809553,80.90638720904846,14.4932772,81.23508729999999,14.642632017896581,81.00449663835501,15.117167727037737,81.87318658862392
era5_helped_24h_48h,2010137N10090,LAILA (2010),24h,2010-05-18 09:00:00,12.9,84.0,13.9,81.5,Stacking Ensemble,14.838870333281617,80.19729114082872,15.179042095590116,79.7450420833104,14.740133954872082,80.1178223852962,15.279666666666667,79.75733333333334,14.711371637636347,80.24990785639875,14.8219971,80.2495558,14.815361599272396,80.76445293156871,15.006719413064605,81.31523115957876
era5_helped_24h_48h,2010137N10090,LAILA (2010),24h,2010-05-18 12:00:00,13.1,83.5,14.0,81.5,Stacking Ensemble,14.5124241050375,80.61236654086241,14.590993035068912,80.61410006610626,14.464346760293372,80.50114437100335,14.734666666666667,80.92766666666667,14.486256637210213,80.72213395252636,14.5330721,80.5668755,14.475071105554566,80.48508054934736,14.495475232851506,80.68620178469915
era5_helped_24h_48h,2010137N10090,LAILA (2010),24h,2010-05-18 15:00:00,13.1,83.0,14.1,81.4,Stacking Ensemble,14.089379651196468,80.7608047399708,13.970193609201464,80.77920651319397,14.00867796803219,81.05968377995161,14.263,81.146,13.963258692047308,81.18934377365187,13.98322634,81.1402398,13.890479219932484,80.21688488280705,14.163857196284669,80.72433757971174
era5_helped_24h_48h,2010137N10090,LAILA (2010),24h,2010-05-18 18:00:00,13.1,82.6,14.6,81.1,Stacking Ensemble,14.178259714068348,80.89354606937442,14.014986550326087,81.02736011269967,14.044429810837354,81.08430257683375,14.309666666666667,81.46499999999999,14.080152192832015,80.985819088413,14.09951226,80.840339,13.770177466054639,80.0693653644831,14.118238035256498,80.56994981013092
era5_helped_24h_48h,2010137N10090,LAILA (2010),24h,2010-05-18 21:00:00,13.1,82.1,14.7,81.0,Stacking Ensemble,14.644849368905739,80.74742858486185,14.386096205575884,80.61867846707919,14.4640286454965,80.81727898486011,14.574000000000002,80.99666666666666,14.492435071279,81.03779492137906,14.3467763,80.78212839999999,14.173779076747028,79.93648788187404,14.765917092038059,80.89675876053674
era5_helped_24h_48h,2010137N10090,LAILA (2010),24h,2010-05-19 00:00:00,13.5,82.0,15.1,81.0,Stacking Ensemble,15.5006327463241,81.10368860541556,15.631647688429375,81.024680054495,15.425785127755434,80.92408190395498,15.56766666666667,81.14266666666667,15.449249750871092,80.88094435180376,15.4158792,80.9954476,15.158556321559486,81.05539726518259,15.347147557872376,81.25892056311135
era5_helped_24h_48h,2010137N10090,LAILA (2010),24h,2010-05-19 03:00:00,13.5,81.8,15.4,80.6,Stacking Ensemble,14.57107046510852,80.09676648767538,14.42861105650305,79.94464315158297,14.590076787726606,79.92551622768785,14.464,80.08233333333332,14.6757007210217,79.88886703717858,14.5085778,80.1204709,14.366734330132648,80.14720462211038,14.377054431101302,80.43946142944178
era5_helped_24h_48h,2010137N10090,LAILA (2010),24h,2010-05-19 06:00:00,13.6,81.5,15.6,80.6,Stacking Ensemble,15.168509969234183,80.09918509123924,15.000961116613698,79.80105471193687,14.932253280307544,79.94933031993492,15.224333333333332,79.95866666666667,14.92975215277675,79.86306756962641,14.9090065,80.1283315,14.836140035125,79.86297337023717,15.277964819357367,80.66910638059274
era5_helped_24h_48h,2010137N10090,LAILA (2010),24h,2010-05-19 09:00:00,13.9,81.5,15.7,80.5,Stacking Ensemble,15.867817880404791,81.36144113941731,15.795130748924272,81.31845012310124,15.856183752135324,81.37638121338932,15.773000000000001,81.48133333333334,15.720308646409254,81.34961875087643,15.7424877,81.32425971,15.569908873755057,80.84329123092417,15.973838647427485,81.3669028582738
era5_helped_24h_48h,2010137N10090,LAILA (2010),48h,2010-05-16 21:00:00,10.2,90.1,13.1,82.1,XGBoost,14.83332428385146,86.77955548768587,14.995670373058049,86.677781964745,14.42397955817145,87.24903536959809,14.710666666666667,87.04066666666667,14.536324034628906,86.73711877197195,14.504821,86.9596175,14.055357027307133,87.09986005202747,14.656339611282876,87.57220458402658
era5_helped_24h_48h,2010137N10090,LAILA (2010),48h,2010-05-17 00:00:00,10.5,89.7,13.5,82.0,XGBoost,14.796983515859111,85.56825157208048,14.401798766590701,85.40029047867729,14.363109251829956,85.88726377744933,14.410666666666664,86.239,14.085146416484688,85.6071346016097,14.3529341,86.2423584,14.147682095956867,85.90805035448554,14.55436649088658,86.51737207956839
era5_helped_24h_48h,2010137N10090,LAILA (2010),48h,2010-05-17 03:00:00,10.7,89.3,13.5,81.8,XGBoost,14.52086305088413,85.70375330159519,14.498056605423145,85.51246505759703,14.006465107685809,86.14438669015695,14.261,86.84966666666666,14.04803849818368,86.03054850407082,14.0672783,86.31235219999999,14.020827959218597,85.44685186468449,14.800336972460343,86.61391101691486
era5_helped_24h_48h,2010137N10090,LAILA (2010),48h,2010-05-17 06:00:00,10.8,88.7,13.6,81.5,XGBoost,14.540847834867815,85.42604084158408,13.712889021518547,85.06753390859944,13.847183694925397,85.88571683866485,14.100666666666665,86.43433333333334,13.759660502333126,85.76181639077089,13.7880605,85.7854106,13.92338696389039,84.7036549580705,15.386683382894834,86.87688969059445
era5_helped_24h_48h,2010137N10090,LAILA (2010),48h,2010-05-17 09:00:00,11.0,88.3,13.9,81.5,XGBoost,15.489130783990515,85.66131904791327,14.846116504813395,84.99487371527971,14.63897721574113,85.65773015752568,14.776,86.362,14.475686200545233,85.19224148023422,14.6278675,85.7418766,14.455239069847181,85.15689566221248,16.133722345796393,87.64598418193945
era5_helped_24h_48h,2010137N10090,LAILA (2010),48h,2010-05-17 12:00:00,11.2,87.9,14.0,81.5,XGBoost,15.549891046325005,85.51573446506815,15.040431673145234,85.24872280041352,14.764640519425674,85.51859180347341,14.97833333333333,86.14233333333334,14.64178492999914,85.49734493249593,14.782221999999999,85.67371200000001,14.539543930332322,84.5997051161831,15.819722029199422,86.57533758883352
era5_helped_24h_48h,2010137N10090,LAILA (2010),48h,2010-05-17 15:00:00,11.4,87.6,14.1,81.4,XGBoost,15.398069201609328,85.32536680224156,15.14499947674279,85.16453792776139,14.782713414097692,85.7344127758129,15.099333333333332,85.94333333333333,14.7887327516762,85.43559010412176,14.799826,85.481888,14.574798718846315,84.63570430715572,15.499163553473139,86.11980364022311
era5_helped_24h_48h,2010137N10090,LAILA (2010),48h,2010-05-17 18:00:00,11.6,87.2,14.6,81.1,XGBoost,15.281601662627182,84.18208042757652,15.408820968339757,84.18953557635109,15.18511039115287,84.99731456309827,15.135333333333335,84.48633333333333,15.230050524657546,84.57712034757168,15.0830558,84.98415200000001,14.535341796567835,83.62425266149002,15.200087305582999,84.62706595709295
era5_helped_24h_48h,2010137N10090,LAILA (2010),48h,2010-05-17 21:00:00,11.7,86.8,14.7,81.0,XGBoost,15.042055425686476,83.33762552751872,14.705909991401832,82.97546132302598,14.627447014885979,83.58729187561585,14.95133333333333,83.78699999999999,14.572421905260455,83.54582467052788,14.6066446,83.577801,14.471604524014433,83.1303155834675,15.507420652419036,84.7645772878197
era5_helped_24h_48h,2010137N10090,LAILA (2010),48h,2010-05-18 00:00:00,11.8,86.3,15.1,81.0,XGBoost,15.673145973414263,80.73153191469103,14.86197231104812,79.99613553596778,15.025416798634573,81.28828894812781,15.174666666666667,80.71866666666666,14.989170997291614,80.35735434531826,15.112527,80.77287749999999,14.990673238512446,81.7613244991194,16.296431857334017,83.44964070331002
era5_helped_24h_48h,2010137N10090,LAILA (2010),48h,2010-05-18 03:00:00,12.1,85.4,15.4,80.6,XGBoost,16.650309789649018,79.64517355161156,16.19643623114285,79.20866369058527,15.97882278029983,79.67027488914698,15.406333333333333,78.92766666666667,16.046017539127966,79.60135539684539,16.0329605,79.57462500000001,15.754356883572605,80.11035837938114,17.326285693076883,81.7902185154062
era5_helped_24h_48h,2010137N10090,LAILA (2010),48h,2010-05-18 06:00:00,12.5,84.6,15.6,80.6,XGBoost,16.849167908651758,78.81233442825337,16.796436456102327,78.29782811148071,16.134529237489442,79.46758631800745,16.939666666666668,78.98066666666665,16.218549865739412,78.59905952176557,16.100848,79.07504759999999,16.064401513627143,79.51287084292501,17.40888052525815,81.0258589660388
era5_helped_24h_48h,2010137N10090,LAILA (2010),48h,2010-05-18 09:00:00,12.9,84.0,15.7,80.5,XGBoost,16.932068729378578,78.12298942133266,17.132222036142593,77.72523847891432,16.48026650918497,79.28491958755632,16.998333333333335,78.01433333333334,16.782877375485956,78.06594208271868,16.6346063,78.5076323,16.35969772789533,79.29661711730941,17.061177380271815,80.05392754889645
era5_helped_24h_48h,2010137N10090,LAILA (2010),48h,2010-05-18 12:00:00,13.1,83.5,15.9,80.5,XGBoost,16.630326037713857,79.99630459066734,16.55388886493882,79.92453752431207,16.475697120460303,80.31376551722622,16.937,82.269,16.43858812398583,80.13057693692933,16.4301182,80.6403913,16.10447083106832,79.36460288640517,16.866064745982136,80.57771732138326
era5_helped_24h_48h,2010137N10090,LAILA (2010),48h,2010-05-18 15:00:00,13.1,83.0,15.9,80.5,XGBoost,16.053807240939644,80.47352583877961,15.39394100878656,80.6659386324742,15.752450149123732,80.68284510706997,16.372333333333334,82.302,15.619546470583808,81.22109000385834,15.684603,80.8008616,15.243830034502533,78.93080297338899,16.134447596371597,80.33851506792267
era5_helped_24h_48h,2010137N10090,LAILA (2010),48h,2010-05-18 18:00:00,13.1,82.6,16.0,80.6,XGBoost,16.057076041357043,80.1297370969314,15.452896090284739,80.10782206323842,15.808623112858953,80.74891926533466,16.258,81.72166666666666,15.701042062963543,80.40347529447709,15.7034253,80.6013145,15.026937662747585,79.16294788392446,15.961442968925844,80.50393903074665
era5_helped_24h_48h,2010137N10090,LAILA (2010),48h,2010-05-18 21:00:00,13.1,82.1,16.1,80.7,XGBoost,16.386601751042612,79.44045440403086,15.770817771372933,79.22418183506001,15.788117224890906,79.67670579515061,16.261333333333333,79.69699999999999,15.850572573289304,79.49953326028603,15.704291999999999,79.60653099999999,15.356934026308227,78.82984813077617,16.56126967553221,80.54355221936508
era5_helped_24h_48h,2010137N10090,LAILA (2010),48h,2010-05-19 00:00:00,13.5,82.0,16.3,80.8,XGBoost,18.075846946315963,80.99302165289403,18.219122546468444,80.5384090148493,17.566009026604732,80.84359732962945,17.72866666666667,81.07333333333334,18.02914803599282,80.71521611734977,17.6426244,80.5250745,16.72992345892355,80.77249571059188,17.921397385718638,82.29142555877462
era5_helped_24h_48h,2010137N10090,LAILA (2010),48h,2010-05-19 03:00:00,13.5,81.8,16.5,81.0,XGBoost,16.013239671078736,79.37201510932523,15.64566017072739,79.11816535176477,15.765296592368736,79.45267006813943,16.37,79.666,15.697649986775094,79.27100246722058,15.6970248,79.2741843,15.49872626506516,79.19788196106768,15.872153084807168,80.38381240995838
era5_helped_24h_48h,2010137N10090,LAILA (2010),48h,2010-05-19 06:00:00,13.6,81.5,16.8,81.2,XGBoost,17.152983765960897,79.82417100087693,16.5738745439536,79.55007618047982,16.488401285807292,79.53059582409558,16.804,80.11866666666667,16.786802384161156,79.72406617402372,16.427294,79.6310053,16.189010605487645,78.95568389091223,17.348704460092115,80.88658322435325
era5_helped_24h_48h,2010137N10090,LAILA (2010),48h,2010-05-19 09:00:00,13.9,81.5,16.8,81.3,XGBoost,18.328517289458677,81.93250467512432,18.041928436416033,81.64841297448189,17.64123221732475,81.94262471929326,18.11966666666667,82.602,17.807622156378244,82.22308555768424,17.70164,81.98861775,17.195588744036815,80.79653408949197,18.844851878232237,82.45200921263722
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-11 03:00:00,8.4,87.7,8.5,87.7,Random Forest,8.488745075599294,87.69010280984511,8.500578978495405,87.70234571686464,8.533744184508937,87.64176064021119,8.506,87.694,8.521714984426914,87.67248764839397,8.519235635000001,87.665204567,8.55864525314041,87.61242284508562,8.466732668953298,87.6608481377514
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-11 06:00:00,8.5,87.7,8.6,87.7,Random Forest,8.655075259141086,87.64277775884769,8.671257572250076,87.62934770490496,8.641170988572089,87.63727311872881,8.664000000000001,87.62966666666667,8.652988305359253,87.63209095670607,8.65289521,87.62801552,8.637768186383562,87.62126214842301,8.637079133453701,87.67763605519292
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-11 09:00:00,8.6,87.7,8.8,87.6,Random Forest,8.75881895483798,87.63433621791798,8.782397404664673,87.62292880849583,8.728768570146347,87.64338413925955,8.778,87.62466666666667,8.760318025696124,87.63209095670607,8.754706279999999,87.629954745,8.734688750693442,87.62044882281172,8.72945109849522,87.66461915924494
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-11 12:00:00,8.8,87.6,9.0,87.5,Random Forest,8.994930934919035,87.58366538931895,8.998400074575189,87.59177324793859,8.99132007117062,87.54410367937768,8.993666666666668,87.58766666666666,8.988801742359797,87.55668950967214,8.98240052,87.55395492999999,8.981593411639757,87.50413289077254,8.990023139261876,87.56470342694622
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-11 15:00:00,9.0,87.5,9.3,87.4,Random Forest,9.27649804827183,87.41982097364063,9.282621722706862,87.41950558477512,9.231578302367573,87.41145311699317,9.280333333333331,87.42,9.240943065014376,87.41261718517931,9.23718269,87.41072907,9.211616122337512,87.39403381292206,9.266247519989856,87.42380716400633
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-11 18:00:00,9.3,87.4,9.6,87.2,Random Forest,9.618435797453108,87.18689698136505,9.605586764889043,87.1911014457975,9.609549631065633,87.24297138302884,9.607333333333333,87.19166666666668,9.606713035658421,87.1889641888745,9.6015973,87.19808389,9.591710352310448,87.26537152891616,9.62641781811405,87.1852412751712
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-11 21:00:00,9.6,87.2,9.9,86.9,Random Forest,9.91618005431464,86.89978600190133,9.903091364017047,86.89508752756946,9.902335791344221,86.97808348764238,9.900666666666664,86.896,9.908511267911564,86.91450530262827,9.90243486,86.9296022,9.897182412715214,86.9853491321786,9.927284577979657,86.92318262007126
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-12 00:00:00,9.9,86.9,10.2,86.6,Random Forest,10.125489058274582,86.58556579960151,10.127532193390081,86.59748617065507,10.175307309980347,86.56680417783028,10.122000000000002,86.595,10.167502473121056,86.59642658794144,10.161538270000001,86.59296664,10.154995466932396,86.60348470717734,10.119800468833878,86.56925650492772
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-12 03:00:00,10.2,86.6,10.4,86.2,Random Forest,10.43018091317479,86.17000353423012,10.435198498511992,86.18408550677111,10.485320350822684,86.2506529858055,10.430333333333333,86.184,10.467350149668311,86.21401274138684,10.46104197,86.22757388,10.46394126745633,86.25146254802402,10.42050911170525,86.15304134577119
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-12 06:00:00,10.4,86.2,10.6,85.9,Random Forest,10.635678417153192,85.88559053955652,10.65340416228648,85.89196325459098,10.623038151320127,85.82301779511165,10.661,85.88966666666667,10.604629992202133,85.88604101042539,10.613257540000001,85.87499062,10.595762779271872,85.84754829444499,10.6048284117532,85.88274030488748
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-12 09:00:00,10.6,85.9,10.9,85.6,Random Forest,10.909093021548284,85.5969136352244,10.89324598536044,85.59834218799693,10.835688483555137,85.58551760485082,10.896333333333331,85.598,10.84017728108739,85.5796347258458,10.84202825,85.57218664000001,10.828853262768522,85.58802723965891,10.92287085645537,85.6056166625309
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-12 12:00:00,10.9,85.6,11.2,85.2,Random Forest,11.2026961952596,85.20379525811278,11.196664045445564,85.20802663318881,11.202287785700872,85.273127981431,11.189666666666666,85.20633333333333,11.187700280201236,85.2324671514208,11.18807655,85.24373356,11.18340078130419,85.27037649473722,11.209091305557484,85.20937520717933
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-12 15:00:00,11.2,85.2,11.5,84.8,Random Forest,11.499064240982882,84.7585806151577,11.50273115527558,84.76443755783846,11.486453094275083,84.79575385394166,11.504333333333332,84.76233333333333,11.487654972331718,84.7799125705136,11.48036278,84.787687,11.475267930189196,84.79502295692178,11.4873269150991,84.7620416349859
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-12 18:00:00,11.5,84.8,11.8,84.4,Random Forest,11.80113519936428,84.36089941533112,11.802899038889453,84.36251188891572,11.788029088672499,84.39554660858514,11.806,84.36099999999999,11.786071643042845,84.3799125705136,11.7791946,84.38769214,11.775229183309866,84.39493963926556,11.790795754904458,84.37455830642462
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-12 21:00:00,11.8,84.4,12.1,83.9,Random Forest,12.129403193486676,83.9002065632654,12.100892324411301,83.9040510327942,12.10378198573208,83.97822599815525,12.105,83.90700000000001,12.102262208428245,83.93482388250081,12.096301400000002,83.94434755,12.09783585297045,83.96074418359113,12.15541916893603,83.91086667323509
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-13 00:00:00,12.1,83.9,12.5,83.1,Random Forest,12.483677499015268,83.15864165730932,12.470044987048905,83.16060055042409,12.40772925699651,83.35052347622853,12.473666666666666,83.15333333333334,12.421718443146752,83.26319630705488,12.414717999999999,83.262527,12.413684999469169,83.31042479733271,12.492346473030613,83.18345830209111
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-13 03:00:00,12.5,83.1,12.8,83.0,Random Forest,12.746059393699962,82.86779122451576,12.748454640570694,82.8235163430488,12.792773915673672,82.48605018061635,12.733,82.817,12.795479404424649,82.83512937529395,12.77849644,82.78774145999999,12.76730509047806,82.63457646999892,12.74620217259663,82.98445061208861
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-13 06:00:00,12.8,83.0,13.0,82.6,Random Forest,13.02473858817011,82.61954273325341,13.033840543129186,82.62661890342656,13.096919691212209,82.5851814158088,13.029333333333334,82.63033333333334,13.089049129994134,82.66287076478703,13.075307330000001,82.67749417,13.075104374356417,82.82734113724763,13.008564232123154,82.61757733520794
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-13 09:00:00,13.0,82.6,13.2,82.2,Random Forest,13.220515338955051,82.19098927395844,13.220290084658828,82.20363770264437,13.218629282058632,82.20403590482887,13.213,82.19866666666665,13.19893441162046,82.19382121892203,13.21002233,82.19895285999999,13.204509181172815,82.19794391755916,13.222167757832912,82.17671497301588
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-13 12:00:00,13.2,82.2,13.5,81.8,Random Forest,13.43400383462326,81.78781155614581,13.42684292725565,81.79336746838977,13.411933523780249,81.79383305513188,13.427999999999999,81.791,13.398801631211212,81.79237973426892,13.407027569999999,81.79584212,13.402289870093355,81.79551227866376,13.43849950982239,81.79085310388993
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-13 15:00:00,13.5,81.8,13.7,81.5,Random Forest,13.691452610590733,81.49586348988407,13.702880220475686,81.49426286673359,13.743409305335327,81.44051472842463,13.696666666666667,81.48966666666666,13.733882115593556,81.49568543258674,13.72124738,81.48422517,13.723072247604103,81.46930723902442,13.675489587763069,81.5119282516368
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-13 18:00:00,13.7,81.5,13.7,81.2,Random Forest,13.79987402986514,81.24649314299036,13.800876059682658,81.24979881996077,13.849341981638046,81.21946331461739,13.798333333333334,81.24933333333334,13.833705540680647,81.23573467327692,13.837218909999999,81.2279991,13.855537980582337,81.2199144151108,13.79653705645585,81.24865148943759
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-13 21:00:00,13.7,81.2,13.8,81.2,Random Forest,13.775953021177106,81.16945759567005,13.77203807202462,81.19314036047464,13.778709105123426,80.97904790242394,13.771666666666667,81.19366666666667,13.791661312910037,81.05639249132665,13.78604045,81.09286344,13.770733231783382,80.98877551450326,13.778532838152984,81.11342744312935
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-14 00:00:00,13.8,81.2,14.1,81.1,Random Forest,14.049384955947115,81.13616462557215,14.068174861786549,81.131267333845,13.983323238365678,81.14337312678586,14.067333333333334,81.13633333333334,14.035651310946307,81.11926928773889,14.032406080000001,81.126262595,13.953016918684977,81.11078778365933,14.022087601708446,81.15061434178257
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-14 03:00:00,14.1,81.1,14.5,81.3,Random Forest,14.457427477325346,81.23106970972943,14.446768768529461,81.22582405565302,14.41834083083918,81.1447290697571,14.446,81.222,14.43316331943862,81.18668212237883,14.42896706,81.168389155,14.392781616240654,81.152157367269,14.464283677876066,81.23859117845252
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-14 06:00:00,14.5,81.3,14.8,81.4,Random Forest,14.683936683670757,81.39705569675465,14.645278279817678,81.38411934874706,14.792288717050221,81.52370682136689,14.645666666666667,81.37599999999999,14.738336937760398,81.40158712585071,14.72359747,81.43752796999999,14.799430917112756,81.40870607344552,14.724196736589365,81.42451637662438
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-14 09:00:00,14.8,81.4,15.1,81.6,Random Forest,15.068772481675317,81.55476160832417,15.064273891076756,81.5734483067882,15.08205623141798,81.52427569289227,15.061333333333334,81.56733333333334,15.075373758282227,81.53660033190071,15.064568300000001,81.53750829,15.074342686276992,81.48889615331744,15.070060250653864,81.5032923150121
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-14 12:00:00,15.1,81.6,15.5,81.9,Random Forest,15.50694522851628,81.95513647149335,15.51762321358643,81.99029037061779,15.447565204780405,81.82206729811779,15.495,81.98766666666666,15.487284869369406,81.94763539153624,15.47362328,81.86670668,15.45458666233491,81.81649138733958,15.501943215669378,81.85571221643873
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-14 15:00:00,15.5,81.9,15.9,82.3,Random Forest,15.969061059724282,82.27587264339894,15.986549292599255,82.28978747450041,15.900539775591934,82.21805915840008,15.977333333333334,82.289,15.938844240548505,82.24210880954202,15.91039395,82.22809272,15.91953778669934,82.20283958413731,15.945273121155141,82.22713125624225
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-14 18:00:00,15.9,82.3,16.2,82.6,Random Forest,16.271706435620036,82.64397970106005,16.27588409455605,82.65695325915297,16.26151549279148,82.70866657050506,16.286,82.64966666666666,16.247975964859307,82.60272768121816,16.25358027,82.63084746999999,16.261138011701554,82.60189187147876,16.25225496053126,82.59880735660037
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-14 21:00:00,16.2,82.6,16.5,82.8,Random Forest,16.443286782079312,82.7847293457125,16.45713727550493,82.79822449550548,16.450745150657195,82.90530121872665,16.465333333333334,82.79866666666666,16.408774514472622,82.78917260621144,16.427069499999998,82.80178482,16.455874339854827,82.80031751871397,16.416760705436133,82.74461301226302
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-15 00:00:00,16.5,82.8,16.6,82.8,Random Forest,16.532080304662944,82.88774297384698,16.529151620941402,82.89296279944493,16.63851598117769,83.00858430264078,16.544333333333334,82.89233333333333,16.596508125989608,82.91080316318155,16.59611812,82.91165778,16.686663973351017,82.90746424483606,16.52086451359942,82.87154557464977
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-15 03:00:00,16.6,82.8,16.8,83.2,Random Forest,16.81746386909497,83.10841268080881,16.8900821687096,83.1223162794045,16.750704419787358,82.87066384416259,16.875333333333334,83.11933333333333,16.86339004714437,83.01193917985977,16.828752230000003,83.02978972999999,16.74487858425054,82.88355582943464,16.731862724563786,83.06248354240292
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-15 06:00:00,16.8,83.2,17.0,83.4,Random Forest,17.06326004369824,83.42707578167922,17.057895575515115,83.43815129526187,16.9938503912574,83.56975850287401,17.057000000000002,83.43033333333334,17.00088005138089,83.44912513262939,16.99292441,83.43837948000001,16.962811278719503,83.43999350471749,17.067733977692953,83.39110447620747
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-15 09:00:00,17.0,83.4,17.1,83.6,Random Forest,17.14027227230607,83.60259079336491,17.148088960287208,83.62417090933897,17.170690486330187,83.61252840620304,17.160666666666668,83.62100000000001,17.144510642410125,83.58382488818705,17.15308069,83.59296506000001,17.165519110214206,83.5536511432534,17.118359649318275,83.54219300756529
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-15 12:00:00,17.1,83.6,17.2,83.6,Random Forest,17.24155770492991,83.67086520985458,17.226844170480668,83.67671208314965,17.25093792318154,83.7981096097955,17.226333333333336,83.67366666666666,17.23622127389405,83.68380982060079,17.233494200000003,83.6779035,17.187309157931175,83.72745312872256,17.25706335351879,83.65383744273642
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-15 15:00:00,17.2,83.6,17.3,83.6,Random Forest,17.28027786309266,83.62706728190676,17.285249054153518,83.62428237277354,17.29573914076727,83.62739964080566,17.282333333333334,83.62333333333333,17.300860167390546,83.61899008365619,17.30834864,83.627303083,17.300222454217877,83.62072255566436,17.273446152395884,83.63274351007666
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-15 18:00:00,17.3,83.6,17.4,83.6,Random Forest,17.39969607163436,83.60216254447803,17.404252297684305,83.5990302906493,17.394523832295466,83.61648980384118,17.401333333333334,83.59899999999999,17.400860167390547,83.59232749231585,17.40793377,83.59100271,17.392549609490874,83.60639807843452,17.393917162800122,83.60968075744591
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-15 21:00:00,17.4,83.6,17.6,83.6,Random Forest,17.567655030152572,83.602973140238,17.599416155460847,83.60031406993112,17.522928354262433,83.61539971442798,17.592333333333332,83.60033333333332,17.570655363882675,83.59232749231585,17.569133129999997,83.5924961347,17.49810271548265,83.60518208275734,17.529907300144465,83.6093130408452
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-16 00:00:00,17.6,83.6,17.8,83.6,Random Forest,17.785542994415337,83.5641544728687,17.793057581723733,83.57136010030476,17.79398669507914,83.57539951894192,17.78966666666667,83.56733333333332,17.790114620084662,83.56152829036182,17.78913142,83.56081861999999,17.781637969002638,83.51423191630815,17.774390110994926,83.54812906384043
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-16 03:00:00,17.8,83.6,17.9,83.5,Random Forest,17.98907575377233,83.51412056153627,17.993712865983415,83.49620048691314,17.997422054618244,83.54094875295408,17.991333333333333,83.49933333333333,17.99067616123841,83.49734855805741,17.99188347,83.51642781999999,17.98675796720021,83.51414482008038,17.980796337428384,83.56101786363052
typical_sece_24h,1996163N08088,UNNAMED (1996),3h,1996-06-16 06:00:00,17.9,83.5,18.1,83.3,Random Forest,18.092616783040196,83.31739367128513,18.1043753762407,83.31080075472804,18.05309525960893,83.38925974525255,18.101666666666667,83.31133333333334,18.070621602959363,83.34291117586302,18.070597449999998,83.35031635,18.043454786401515,83.37391700001604,18.07695183544417,83.34065601859598
